,SYMBOL, DATE1, SERIES, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, CLOSE_PRICE, TTL_TRD_QNTY, NO_OF_TRADES, DELIV_QTY, DELIV_PER,HiLo,Wick,ClOP_per,Wick_Percentage,HiLo_Percentage,vol_dis,Factor,Per_vol_Updown,delivery_Factor,delivery_density
11,2020-11-19,EICHERMOT, EQ,2566.0,2658.0,2538.0,2551.25,2433481,119971,617181.0,25.36,120.0,105.25,-0.5781479666830052,4.125428711415978,4.515625,538902.3667820069,107.83890196293551,20.88771881651809,106.00175826089398,63.35233686826013
12,2020-11-20,EICHERMOT, EQ,2564.0,2600.0,2542.0,2590.65,1394396,64616,161108.0,11.55,58.0,31.34999999999991,1.0286993611641861,1.2101210121011974,2.23046875,625158.2767075306,17.778114737602657,13.797451483774724,57.24939217203685,-85.15787546242274
13,2020-11-23,EICHERMOT, EQ,2596.0,2606.0,2560.0,2597.35,823238,36605,132578.0,16.1,46.0,44.65000000000009,0.05197605251505877,1.719059810961184,1.765625,466258.6902654867,499.842370697791,-34.079705056342604,59.40122465679105,3.622538924385953
14,2020-11-24,EICHERMOT, EQ,2596.0,2716.0,2590.0,2693.3,2418981,120459,426212.0,17.62,126.0,28.699999999999818,3.6126684736197348,1.0656072476144374,4.640625,521261.89898989897,4.457736869193587,10.551933458209287,69.71671178639676,14.796290394778024
15,2020-11-25,EICHERMOT, EQ,2696.0,2728.0,2582.0,2595.1,1758420,81166,181925.0,10.35,146.0,45.09999999999991,-3.888096797811258,1.7378906400523988,5.3515625,328580.6715328467,6.755083917737438,-58.64046310398718,25.681553738310512,-171.46609779452982
16,2020-11-26,EICHERMOT, EQ,2610.0,2612.0,2522.0,2549.2,2083338,85302,410816.0,19.72,90.0,29.199999999999818,-2.3850619802290964,1.1454573983994862,3.4453125,604687.6734693878,7.258128371583358,45.66109316440679,94.07768185066708,72.70175749113825
17,2020-11-27,EICHERMOT, EQ,2566.0,2618.0,2516.0,2534.65,2597507,95445,980914.0,37.76,102.0,70.65000000000009,-1.2368571597656484,2.7873670921034517,3.896484375,666628.3629072682,34.058066879360496,9.291637272639825,198.2040518816752,52.534935104742445
18,2020-12-01,EICHERMOT, EQ,2560.0,2584.0,2524.0,2532.7,1227343,61935,270166.0,22.01,60.0,32.69999999999982,-1.0779010542109262,1.291112251747137,2.322265625,528511.031118587,18.102163308805213,-26.133292146496473,92.80282776790823,-113.57544446529826
19,2020-12-02,EICHERMOT, EQ,2528.0,2550.0,2508.0,2532.5,1293136,67476,255615.0,19.77,42.0,37.5,0.17769002961500746,1.4807502467917146,1.6474609375,784926.6532305868,125.94012699551067,32.66746275676193,125.43502259401289,26.015218199244963
20,2020-12-03,EICHERMOT, EQ,2556.0,2580.0,2536.0,2549.5,1073359,46201,251300.0,23.41,44.0,37.5,-0.25495195136301163,1.4708766424789133,1.705078125,629507.2256586483,87.18931868920052,-24.68906173544305,117.71222785961561,-6.560741288158721
21,2020-12-04,EICHERMOT, EQ,2564.0,2598.0,2532.0,2553.5,1140298,54159,211311.0,18.53,66.0,55.5,-0.4112003132954811,2.173487370276092,2.541015625,448756.7840122982,79.88202340858099,-40.27804104269466,65.98723592318142,-78.38635944177065
22,2020-12-07,EICHERMOT, EQ,2554.0,2574.0,2540.0,2561.15,723083,39246,160813.0,22.24,34.0,26.84999999999991,0.2791714659430369,1.0483571832965595,1.3212890625,547255.7220990391,56.75232016496946,17.998704099235557,97.48190420948575,32.30822021964529
23,2020-12-08,EICHERMOT, EQ,2562.0,2608.0,2516.0,2548.2,1303426,67205,225320.0,17.29,92.0,78.19999999999982,-0.5415587473510755,3.068832901656066,3.52734375,369520.54928017716,85.63928635694728,-48.0988603110405,50.47701707548824,-93.12136464740344
24,2020-12-09,EICHERMOT, EQ,2552.0,2560.0,2530.0,2547.25,954150,52183,430914.0,45.16,30.0,25.25,-0.18647561095298215,0.9912650898027238,1.171875,814208.0,80.33654416766572,54.61595203189147,296.0404915850285,82.94928615838003
